Group 1_12,Group 1_4,Group 1_6,Group 1_7,Group 2_20,Group 2_26,Group 2_28,Group 2_33,Group 3_42,Group 3_44,Group 3_46,Group 3_52,Group 4_57,Group 4_62,Group 4_67,Group 4_69,Proteins,Protein names,Gene names,ProteinAndSite
8.637367249,7.571582317,8.421643257,8.257293701,9.434585571,8.401647568,8.630356789,8.85822773,9.09267807,9.004171371,8.956298828,9.088394165,8.922489166,8.99097538,9.04240799,9.131875038,F6TYB7;P04370;P04370-10;P04370-5;F6VME3;P04370-4;F6RT34;P04370-9;F7A0B0,Myelin basic protein,Mbp,Mbp_S186
8.717964172,8.707972527,8.804934502,8.716393471,8.765657425,8.847959518,8.992010117,8.798361778,8.769091606,8.862324715,8.937507629,8.917993546,8.730995178,8.93161869,8.772241592,8.865989685,Q9R0Q7,Prostaglandin E synthase 3,Ptges3,Ptges3_S113
8.809393883,9.098007202,8.97323513,8.483187675,8.848687172,8.676771164,9.126734734,9.135761261,8.571187019,8.644065857,8.765599251,8.597197533,8.436590195,8.790592194,8.466604233,8.739863396,O08553,Dihydropyrimidinase-related protein 2,Dpysl2,Dpysl2_T509
8.635651588,8.930595398,8.76281929,8.732352257,8.748907089,8.635168076,8.607873917,8.669978142,8.774817467,8.655914307,8.654215813,8.723292351,8.605065346,8.603479385,8.732388496,8.658514977,P68404-2,Protein kinase C beta type,Prkcb,Prkcb_T641
8.757974625,8.722774506,8.549701691,8.67383194,8.852561951,8.557120323,8.292772293,8.703942299,8.50363636,8.793176651,8.617362976,8.705593109,8.646466255,8.62289238,8.618412018,8.846404076,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_T1871
8.750306129,8.536752701,8.633833885,8.693421364,8.66738987,8.475558281,8.42766571,8.818284035,8.653407097,8.608147621,8.721852303,8.777061462,8.646783829,8.699902534,8.527628899,8.611064911,Q62188;Q3TT92;E9PWE8,Dihydropyrimidinase-related protein 3,Dpysl3,Dpysl3_S522
8.469754219,8.798818588,8.989045143,8.644521713,8.520666122,8.668279648,8.514454842,8.609186172,8.805062294,8.951813698,8.524488449,8.348944664,8.712293625,8.312205315,8.829740524,8.116599083,P61264,Syntaxin-1B,Stx1b,Stx1b_S10
8.478557587,8.520730019,8.274929047,8.506695747,8.510341644,8.330572128,8.028690338,8.321544647,8.365147591,8.565595627,8.565054893,8.712002754,8.578453064,8.608278275,8.499154091,8.679151535,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_T742
8.311519623,8.436919212,8.374675751,8.467288017,8.71143055,8.5916996,8.456274033,8.280653954,8.616312981,8.546685219,8.469982147,8.575450897,8.188479424,8.477045059,8.448885918,8.500067711,Q91XV3,Brain acid soluble protein 1,Basp1,Basp1_T36
8.330854416,8.40829277,8.329223633,8.373614311,8.507674217,8.379833221,8.344327927,8.368596077,8.549248695,8.592416763,8.639037132,8.652301788,8.481458664,8.400920868,8.652615547,8.410331726,P35564,Calnexin,Canx,Canx_S582
8.267002106,8.566563606,8.430968285,8.330961227,8.490154266,8.215950012,8.665271759,8.548505783,8.60055542,8.499656677,8.520483971,8.627652168,8.302063942,8.453763008,8.338133812,8.577180862,Q7TN74;H3BL28;H3BJD6;H3BKQ7;H3BJD0;Q3UXW4;H3BKE7;Q8BMP0,,Ppp1r9a,Ppp1r9a_S95
8.580044746,8.515494347,8.788000107,8.510680199,8.433917046,8.412135124,8.471930504,8.55464077,8.259199142,8.497056961,8.443032265,8.481992722,8.288125038,8.369408607,8.249163628,8.434580803,Q0VGU4,,Vgf,Vgf_S423
8.408359528,8.422715187,8.391446114,8.48095417,8.482887268,8.395914078,8.576053619,8.501909256,8.493473053,8.421263695,8.534276009,8.532961845,8.337861061,8.472941399,8.353384972,8.373174667,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_S905
8.411201477,8.464576721,8.531636238,8.442358971,8.687541008,8.340167999,8.343637466,8.33984375,8.514314651,8.398336411,8.505990982,8.587895393,8.243898392,8.445213318,8.391805649,8.34810257,Q9Z2Q6,Septin-5,5-Sep,Sept5_S225
8.19043541,8.098297119,8.260666847,8.168644905,8.297398567,8.265872002,8.694999695,8.401845932,8.602617264,8.648759842,8.549695969,8.807508469,8.245854378,8.47930336,8.345991135,8.491029739,A2A5Y6;P10637;A0A0A0MQC7;P10637-2;P10637-6;B1AQW2;P10637-4;P10637-3;P10637-5,Microtubule-associated protein;Microtubule-associated protein tau,Mapt,Mapt_T539
8.858099937,7.947827816,8.221399307,8.140753746,8.54411602,8.279047012,8.589412689,8.612925529,8.293974876,7.930356979,8.463776588,8.42022419,8.357069969,8.680508614,8.404672623,8.359902382,P19246,Neurofilament heavy polypeptide,Nefh,Nefh_S763
8.405778885,8.310314178,8.298233032,8.463521004,8.390275002,8.184103012,7.955560207,8.409231186,8.251804352,8.277471542,8.39084816,8.646587372,8.15378952,8.423713684,8.266274452,8.628688812,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_S1872
8.253641129,8.092197418,8.339621544,7.975021362,8.182766914,8.430687904,8.141717911,8.567975998,8.181176186,8.547497749,8.249676704,8.44172287,8.084718704,8.471481323,8.157050133,8.709242821,Q9CYT6;D3YTR7,Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein,Cap2,Cap2_S300
8.122300148,8.13727951,8.095170975,8.184520721,8.229964256,7.989249229,8.235212326,8.102414131,8.250912666,8.28454113,8.422023773,8.375477791,8.107787132,8.164013863,8.238844872,8.187553406,P20357;G3UZV6,Microtubule-associated protein 2;Microtubule-associated protein,Map2,Map2_S1485
8.218475342,8.278650284,8.351992607,8.236741066,8.216961861,8.109622955,8.065927505,7.981734753,8.189822197,8.198216438,8.240823746,7.997715473,8.248503685,8.04865551,8.246126175,8.248304367,A2AGQ4;A2AGQ5;A2AGQ9;Q80U28-2;A2AGQ7;A2AGQ2;Q80U28-7;Q80U28-4;Q80U28-6;Q80U28-9;Q80U28-5;Q80U28-8;Q80U28-11;Q80U28-10;Q80U28-12;Q80U28-13;A6PWP8;A2AGQ8;A2AGQ3;Q80U28;A2AGR0;Q80U28-15;A0A0R4J1F4;Q80U28-3,MAP kinase-activating death domain protein,Madd,Madd_S929
8.07788372,8.112668037,8.063323975,8.135128975,8.194922447,8.07516098,8.100747108,8.244262695,8.055259705,8.203674316,8.15171051,8.329669952,8.037658691,8.015759468,8.153327942,8.298215866,E9Q3M9;F7B0R9,,2010300C02Rik,2010300C02Rik_S507
8.067691803,7.989939213,8.032176018,7.906646729,8.192551613,7.988876343,8.196751595,8.171370506,8.196955681,8.229739189,8.143832207,8.352048874,7.916918755,8.10931778,8.152456284,8.2179842,A2AUK5;A2AUK8;Q9Z2H5;Q9Z2H5-2;Q9Z2H5-3;A2AUK6,Band 4.1-like protein 1,Epb4.1l1;Epb41l1,Epb4.1l1_S868
8.003323555,7.981531143,8.003295898,8.096688271,8.085968971,7.940444469,8.00965023,8.154704094,8.05202961,8.044784546,8.045870781,8.03715992,8.104660988,7.93240118,7.960094929,8.248459816,Q8BH78;Q8BHF5;Q99P72,Reticulon;Reticulon-4,Rtn4,Rtn4_S16
7.942510605,8.032727242,8.028597832,8.148140907,7.850893021,7.926270962,7.792972565,8.025057793,8.12679863,8.123825073,8.033551216,8.061680794,8.09756279,7.912090302,8.015471458,8.218619347,Q99P72;Q99P72-3,Reticulon-4,Rtn4,Rtn4_S344
8.340544701,7.915568829,8.197921753,7.868927956,7.956858158,7.330025673,8.421458244,8.303284645,7.796402454,7.410504341,7.933444977,8.039144516,7.800301075,8.153124809,7.97035265,8.059267998,A0A0R4J036;P08553,Neurofilament medium polypeptide,Nefm,Nefm_S669
7.930044651,7.91298914,7.937757492,7.927359104,7.938053131,7.854757309,7.944836617,8.072128296,7.94535923,8.127760887,8.067024231,8.29223156,7.861276627,8.064699173,7.898239613,8.107200623,Q9WV69;Q9WV69-3;Q9WV69-2;Q9WV69-4,Dematin,Dmtn,Dmtn_S226
7.64437151,6.87830162,7.618235111,7.434606552,8.644950867,7.49605751,7.819305897,8.196655273,8.188156128,8.162359238,8.042151451,8.227840424,8.092500687,8.063577652,8.420246124,8.255283356,F6TYB7;P04370;P04370-10;P04370-5;F6VME3;P04370-4;F6RT34;P04370-9;F7A0B0,Myelin basic protein,Mbp,Mbp_S184
7.76720047,8.159580231,8.080652237,7.788892746,8.006638527,7.462304592,8.676907539,8.016586304,8.185063362,8.048341751,7.834780693,8.062907219,7.782194138,7.773946285,7.902104855,7.90982914,A2AUK5;A2AUK8;Q9Z2H5;Q9Z2H5-2;Q9Z2H5-3;A2AUK6;E9PV14,Band 4.1-like protein 1,Epb4.1l1;Epb41l1,Epb4.1l1_S461
7.807670116,8.427222252,8.350764275,8.223216057,7.857091904,8.216449738,7.618445396,7.5603652,7.9303689,8.011701584,7.853442192,7.699190617,8.01670742,7.328090668,8.086045265,7.839953899,O35526;D6RFB9;A0A0J9YUA0,Syntaxin-1A,Stx1a,Stx1a_S14
7.630980015,7.999644279,7.956532001,7.70031929,8.152897835,7.544127464,8.177444458,7.9057827,8.037895203,7.923162937,7.904304981,7.847712517,7.915866375,7.823468685,8.020468712,8.095955849,D3Z6G3,,Mapre3,Mapre3_S147
7.703296185,7.652369499,7.780961514,7.750272274,7.902143002,7.942096233,7.968895912,7.807307243,7.826076508,7.925485611,8.048166275,8.235868454,8.026435852,8.008888245,7.847502232,8.169550896,P14873,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b,Map1b_S1260
7.226583958,8.358341217,8.465744972,7.47879076,7.840165138,6.067038059,8.414565086,7.208937645,8.351330757,8.447152138,7.422098637,8.51698494,7.881960869,7.441331387,8.047287941,7.312660217,E9PUL5,Proline-rich transmembrane protein 2,Prrt2,Prrt2_S244
7.63740015,7.877344608,7.850559711,7.720407486,7.854095936,7.679215908,8.321875572,7.746389866,8.143990517,7.974050045,7.878466606,8.177780151,7.607384682,7.713394165,7.705503464,7.710447311,G3UZJ2;P20357;Q80X35;Q80ZL4;Q3TLQ0;G3UZV6;G3UWW1,Microtubule-associated protein;Microtubule-associated protein 2,Map2,Map2_T162
8.168079376,7.630222797,8.187720299,7.72223711,7.816415787,8.262659073,7.548734188,8.044322968,7.270961761,7.777866364,7.464398861,7.926011086,7.571378708,7.985600471,7.621984482,8.061570168,P28652;Q5SVI0;Q5SVI2;Q5SVJ0,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Camk2b_S367
7.782027245,7.963770866,7.555910587,7.736541271,7.839222431,7.475292206,7.942328453,7.941846848,7.742991447,7.928398609,7.816448212,8.031647682,7.710170746,7.909481525,7.63056469,7.891762733,D3YXK2;S4R1M2;Q80YR5,Scaffold attachment factor B1;Scaffold attachment factor B2,Safb;Safb2,Safb_S298
7.49225378,7.759740829,7.959816933,7.751137733,7.675446033,7.700778008,7.612147331,6.45970583,7.958068848,7.947395802,8.115424156,7.935232162,8.008503914,7.827620029,7.985332012,8.036462784,P84104;P84104-2;A2A4X6,Serine/arginine-rich splicing factor 3,Srsf3;Gm12355,Srsf3_S108
8.130414963,7.642465591,7.76363945,7.796757698,7.348871231,7.881748199,7.442625523,7.905722618,7.425546169,7.662570477,7.996099949,7.557609081,7.901289463,7.779236794,7.747539043,7.920274734,Q62188;Q3TT92;E9PWE8,Dihydropyrimidinase-related protein 3,Dpysl3,Dpysl3_T509
7.697597504,7.79366684,7.705132961,7.79418087,7.77237463,7.667480946,7.769369602,7.700083733,7.634025574,7.953595161,7.913495064,7.859115601,7.698931694,7.834393024,7.542158127,7.80698061,Q9WV69;Q9WV69-3;Q9WV69-2;Q9WV69-4,Dematin,Dmtn,Dmtn_S92
7.998445034,7.447158337,7.537883282,7.604104042,7.983913898,7.582267284,8.071885109,8.02500248,7.633089066,6.973935127,7.728139877,7.925520897,7.577528477,8.170613289,7.780194283,7.694028378,A0A0R4J036;P08553,Neurofilament medium polypeptide,Nefm,Nefm_S723
7.900855064,7.700640678,7.750802994,7.958898067,7.853162289,7.732369423,7.450509071,7.676856518,7.735494137,7.724143505,7.848687172,7.816194534,7.523055077,7.77182436,7.834095955,7.694865227,P06837,Neuromodulin,Gap43,Gap43_S96
7.757588387,7.75380373,7.633273602,7.699999332,7.83672905,7.780867577,7.832417488,7.49084568,7.685373783,7.792752743,7.804191589,7.770798206,7.70124054,7.775442123,7.737886906,7.87561655,Q8C2Q3;E9QL13;Q8C2Q3-2,RNA-binding protein 14,Rbm14,Rbm14_S582
7.771570206,8.134361267,8.078126907,7.572278023,7.385210514,7.292619705,8.251834869,7.446969509,7.691614151,7.896696568,7.701643944,7.812222481,7.552619457,7.501540661,7.724004269,7.71540451,D3Z6W1;Q7TSJ2;Q7TSJ2-2,Microtubule-associated protein 6,Map6,Map6_S198
7.933632374,7.744697571,7.833276749,7.867959499,7.842652798,7.623274326,7.23856163,7.656050682,7.524099827,7.667631149,7.777656555,7.758672237,7.495770931,7.670628548,7.754767418,7.882577896,P06837,Neuromodulin,Gap43,Gap43_S142
8.045480728,7.367709637,7.556147575,7.452579975,7.721037865,7.472094536,7.977440357,7.962306023,7.505172253,7.55027914,7.654472828,7.663258076,8.016107559,7.905331612,7.66723299,7.627932072,A0A0R4J036;P08553,Neurofilament medium polypeptide,Nefm,Nefm_S715
7.745451927,7.58722496,7.689246655,7.754532337,7.598918438,7.777108669,7.52401638,7.881495476,7.578314304,7.658064842,7.703504086,7.50124073,7.789106846,7.563960552,7.668046474,7.830708504,Q3UHJ0;Q3UHJ0-2,AP2-associated protein kinase 1,Aak1,Aak1_T618
7.515957832,7.572556496,7.609668255,7.501157761,7.72658205,7.619149685,8.052988052,7.58718586,7.836438656,7.726263046,7.762925625,7.919502258,7.543866634,7.600423336,7.596718311,7.658982754,A2A5Y6;P10637;A0A0A0MQC7;P10637-2;P10637-6;P10637-4;P10637-3;P10637-5,Microtubule-associated protein;Microtubule-associated protein tau,Mapt,Mapt_T489
7.669965267,7.704834938,7.596453667,7.723623753,7.373446941,7.688824177,8.057472229,7.602684975,7.552871227,7.558974266,7.734279156,7.605445385,7.423733234,7.651003361,7.631051064,7.633656502,Q8VD37;Q8VD37-6;Q8VD37-8,SH3-containing GRB2-like protein 3-interacting protein 1,Sgip1,Sgip1_T259
7.583407402,7.382065773,7.491927624,7.554682255,7.625011921,7.60176754,7.633858204,7.798556328,7.659574509,7.577951908,7.659016609,7.562504292,7.701580048,7.704523087,7.677165508,7.787071228,Q8BZ98;E9QLL2;Q8BZ98-2;F2Z460;E0CXZ8,Dynamin-3,Dnm3,Dnm3_S763
7.486805439,7.560334682,7.474413872,7.335131645,7.785365105,7.459231377,7.9036479,7.788246632,7.957839012,7.552823544,7.622189522,7.657366276,7.396413803,7.796405315,7.520703793,7.504152775,Q7M750,Opalin,Opalin,Opalin_S90
7.588503838,7.568098545,7.490524292,7.694803715,7.678912163,7.473770618,7.456114292,7.646184921,7.577865124,7.721541405,7.649849415,7.866348743,7.508547306,7.59316206,7.578663826,7.772155285,P20357,Microtubule-associated protein 2,Map2,Map2_S1013
7.374365807,7.5497756,7.428340912,7.53097868,7.583724499,7.495907784,7.734015465,7.706265926,7.665081501,7.585052013,7.683726788,7.720610619,7.424309254,7.603795052,7.503793716,7.612716198,Q7TQF7;A0A0G2JEG8,Amphiphysin,Amph,Amph_S500
7.478738308,7.472573757,7.573403835,7.700831413,7.564626217,7.566789627,7.499566078,7.644811153,7.571638584,7.398550034,7.636864662,7.627689362,7.458998203,7.719105244,7.357928276,7.684561729,Q8BJU0;A0A1W2P7I5;Q8BJU0-2;A0A1W2P6P1,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Sgta,Sgta_T82
7.309652805,7.45781517,7.573169708,7.421774387,7.371585369,7.533209324,8.260692596,7.809631824,7.793504715,7.408802986,7.584262848,7.524813652,7.313251495,7.448928356,7.309140682,7.313651085,P07901,Heat shock protein HSP 90-alpha,Hsp90aa1,Hsp90aa1_S231
7.09074831,7.132381439,7.122019768,7.03147459,7.543041229,7.295896053,7.562606812,7.482775688,7.642854691,7.917848587,7.777303219,8.1687994,7.148622513,7.50334692,7.591868401,7.989802837,A2A5Y6;P10637;A0A0A0MQC7;P10637-2;P10637-6;B1AQW2;P10637-4;P10637-3;P10637-5,Microtubule-associated protein;Microtubule-associated protein tau,Mapt,Mapt_T525
7.344316006,7.62392807,7.750872135,7.571508408,7.29832983,6.963400364,7.757421494,7.385706425,7.438631535,7.506793976,7.558184147,7.772775173,7.495223045,7.290401459,7.646884918,7.685556889,Q8CBE3;H3BJR7;H3BK66;Q05BF4;H3BJZ0;H3BJH4,WD repeat-containing protein 37,Wdr37,Wdr37_S31
7.786935806,7.777889729,7.832690716,7.773154259,7.011368275,7.782896996,7.4773736,7.430532932,7.060894489,7.13410902,7.55324173,7.002196789,7.58048296,7.477390289,7.49900198,7.530045509,P61329;P61329-2,Fibroblast growth factor 12,Fgf12,Fgf12_S212
6.805425644,7.579217434,7.297383785,6.228285789,8.24686718,6.74901104,8.371487617,7.353583813,8.101401329,7.982655048,6.953071117,8.07351017,6.643149853,7.23140955,6.91655159,7.287160873,B2M1R6;P61979-2;P61979-3;P61979;H3BKD0;H3BLL4;H3BLP7,Heterogeneous nuclear ribonucleoprotein K,Hnrnpk,Hnrnpk_S260
7.260421276,7.31373024,7.514276028,7.431062222,7.138631344,7.405644417,8.17884922,7.671895981,7.532853603,7.31224966,7.531556129,7.360369682,7.380143642,7.544720173,7.252331257,7.3158288,P14873,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b,Map1b_S1013
7.339710236,7.361846447,7.266079426,7.434760571,7.442187786,7.373359203,7.309189796,7.693315983,7.49490118,7.447939873,7.52294445,7.535373688,7.638195515,7.568928719,7.331389427,7.587704182,P14873,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b,Map1b_S1649
7.457565308,7.24540329,7.24909544,7.486383915,7.310136318,7.415587425,6.956973076,7.460100651,7.24404192,7.582336903,7.755115032,7.69229126,7.633367062,7.464388847,7.346033573,7.802046776,P14873,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b,Map1b_S1438
7.217782974,7.38586998,7.345112324,7.120469093,7.412442207,7.575826645,7.642733097,7.63180542,7.533471107,7.511875629,7.456184387,7.559348106,7.407603741,7.464466572,7.422818661,7.576107979,Q8BNW9,Kelch repeat and BTB domain-containing protein 11,Kbtbd11,Kbtbd11_S320
6.355309963,7.570398808,6.917936802,5.640657425,8.156469345,5.609064579,8.284379959,7.179581642,8.09670639,8.220844269,7.019483566,8.514990807,6.634078026,7.305922985,7.094490528,6.972779274,P20357;Q80X35;Q80ZL4;Q3TLQ0,Microtubule-associated protein 2;Microtubule-associated protein,Map2,Map2_S1783
7.26377821,7.448826313,7.373063564,7.344910145,7.263724327,7.127348423,7.320295811,7.343279839,7.539018631,7.570436478,7.445850372,7.27193737,7.505674362,7.272946835,7.526994228,7.458385468,A2A5R2;F6YCJ0,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,Arfgef2,Arfgef2_S276
7.134408951,7.374666214,7.615283966,7.389740944,7.112902641,6.73306942,7.556581974,7.26911068,7.244796276,7.298439026,7.366439819,7.553411484,7.328181744,7.149668217,7.474801064,7.472206593,Q8CBE3;H3BJR7;H3BK66;Q05BF4;H3BJZ0;H3BJH4,WD repeat-containing protein 37,Wdr37,Wdr37_S30
7.160759449,7.280652523,7.110888958,7.234576702,7.318759441,7.269999504,7.451632023,7.391580105,7.33578825,7.313068867,7.52111721,7.359190464,7.272726536,7.358763218,7.196391106,7.389008522,D3YXK2;S4R1M2;Q80YR5,Scaffold attachment factor B1;Scaffold attachment factor B2,Safb;Safb2,Safb_S366
7.332613945,7.131814957,7.057928085,7.26692152,7.234016895,7.270350456,7.313254356,7.430365086,7.270498753,7.341356277,7.415531635,7.423265457,7.354051113,7.336052418,7.357004166,7.423287868,P09411;S4R2M7,Phosphoglycerate kinase 1;Phosphoglycerate kinase,Pgk1,Pgk1_S203
7.292825699,7.119967461,7.178882122,7.232718945,7.403725624,7.247820854,7.37643671,7.334965706,7.323875427,7.283844471,7.39204073,7.432351112,7.216953278,7.350842476,7.202392578,7.332642555,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_S1844
7.402660847,7.244006634,7.204280376,7.269426346,7.291947365,7.03274107,7.118477821,7.317647934,7.391707897,7.42850399,7.441027164,7.344322205,7.196782589,7.193963528,7.316076279,7.378629684,E9QN14;Q812A2;F8VPQ4,SLIT-ROBO Rho GTPase-activating protein 3,Srgap3,Srgap3_S850
7.016270161,7.285921574,7.24273634,7.123909473,7.397336006,6.914988041,7.443028927,7.220631123,7.315818787,7.205929756,7.275332451,7.302839279,7.277740955,7.086703777,7.321945667,7.415463448,D3Z6G3,,Mapre3,Mapre3_T146
7.144733906,7.233400345,7.037046909,7.243653774,7.202114582,7.110210419,7.133246899,7.420090199,7.268366337,7.414580345,7.264285088,7.326610088,7.197937012,7.240553379,7.294554234,7.229632378,Q9R1R2;Q3TDT0;D3YUY7;D3Z7V9,Tripartite motif-containing protein 3,Trim3,Trim3_S7
6.737625599,7.525552273,7.571140766,7.10768652,7.528747559,6.818405151,7.641539097,6.848839283,7.599265099,7.246128082,7.078966618,7.074947834,7.18479538,6.949451447,7.391641617,6.882577896,Q640R3,Hepatocyte cell adhesion molecule,Hepacam,Hepacam_S386
7.050300598,7.337170601,7.324228287,6.84752655,7.266631603,7.017988682,7.26206398,7.303330421,7.469221592,7.390468121,7.075427532,7.661714077,7.132709026,7.379237652,6.598923683,7.132576942,P54227;D3Z5N2;D3Z1Z8,Stathmin,Stmn1,Stmn1_S25
8.457015038,7.231287479,7.195289612,8.223394394,6.410068512,7.570140839,6.687259197,7.970639706,6.387494087,6.071016788,7.218275547,5.198834896,6.78116703,6.513182163,7.049630165,6.216406345,E9Q1T1;A0A0G2JGS4;E9Q1W0;Q6PHZ2-5;Q6PHZ2-4;E9Q1V9;F8WIS9;P11798;Q6PHZ2;Q8CCM0,Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit alpha,Camk2d;Camk2a,Camk2d_T287
7.020642281,7.129925728,7.108092785,7.095277309,7.135892868,7.204708576,7.142910004,7.166038036,7.259339333,7.261860847,7.136552811,7.244098663,7.06902647,7.010847569,7.409261227,7.311768055,Q4VA93;P20444,Protein kinase C;Protein kinase C alpha type,Prkca,Prkca_S319
7.164086819,6.892745018,6.763571262,7.179523468,7.082275391,7.018615246,6.725421429,7.159268856,7.034190178,7.122424126,7.500794888,7.385447979,7.594361782,7.276560307,7.079284191,7.383450985,P14873,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b,Map1b_S1497
7.057088852,7.155964851,7.079280376,7.151141644,7.103625774,7.096925259,7.204050064,7.105833054,7.216032982,7.210527897,7.251797199,7.281162739,7.136327267,7.103771687,7.142199993,7.281297207,Q3UYG8;F6TQH7,O-acetyl-ADP-ribose deacetylase MACROD2,Macrod2,Macrod2_S266
